"Site","TIMESTAMP","DO_mgL","FDOM_RFU","Chlorophyll_ugL","Conductivity","DO_saturation","Salinity_PPT","TDS_mgL","pH","Temp_C","Depth_m"
"FLUME",2025-12-20 18:12:00,10.69,5.32,7.82,15.759,93.59,15.14,16355.67,8.05,5.436,1.073
"FLUME",2025-12-20 18:18:00,10.79,5.22,9.05,15.76,94.57,15.12,16334.08,8.03,5.487,1.065
"FLUME",2025-12-20 18:24:00,10.01,5.27,9.01,15.777,87.9,15.12,16324.36,8.01,5.535,1.061
"FLUME",2025-12-20 18:30:00,10.48,5.41,7.18,15.773,92.11,15.08,16287.93,7.95,5.605,1.053
"FLUME",2025-12-20 18:36:00,10.11,5.51,9,15.766,88.83,15.07,16276.31,7.91,5.605,1.046
"FLUME",2025-12-20 18:42:00,9.89,5.99,9.19,15.587,86.59,14.94,16156.19,7.84,5.478,1.037
"FLUME",2025-12-20 18:48:00,9.68,7.01,7.61,15.397,84.35,14.82,16035.5,7.72,5.321,1.024
"FLUME",2025-12-20 18:54:00,10.14,5.58,7.19,15.322,88.05,14.78,16000.31,7.64,5.215,1.012
"FLUME",2025-12-20 19:00:00,10.52,5.21,7.88,15.613,91.66,15.06,16288.2,7.98,5.265,1.003
"FLUME",2025-12-20 19:06:00,10.31,5.26,8.8,15.651,89.91,15.1,16322.04,7.99,5.278,0.996
"FLUME",2025-12-20 19:12:00,10.6,5.6,7.16,15.667,92.47,15.1,16323.94,7.99,5.31,0.992
"FLUME",2025-12-20 19:18:00,10.52,5.29,8.25,15.672,91.79,15.11,16328.57,7.99,5.311,0.987
"FLUME",2025-12-20 19:24:00,10.2,5.32,9.69,15.68,88.98,15.12,16338.23,7.99,5.306,0.988
"FLUME",2025-12-20 19:30:00,10.44,5.26,8.13,15.67,91.06,15.12,16345.1,7.97,5.271,0.987
"FLUME",2025-12-20 19:36:00,10.52,5.18,8.49,15.661,91.7,15.13,16351.24,7.99,5.238,0.988
"FLUME",2025-12-20 19:42:00,10.41,5.26,8.15,15.651,90.65,15.13,16362.02,7.97,5.197,0.993
"FLUME",2025-12-20 19:48:00,10.39,5.85,8.23,15.639,90.34,15.14,16365.46,7.98,5.167,0.995
"FLUME",2025-12-20 19:54:00,10.35,5.53,8.29,15.628,89.99,15.14,16366.37,7.97,5.141,0.994
"FLUME",2025-12-20 20:00:00,10.3,5.38,8.63,15.615,89.49,15.13,16362.92,7.97,5.12,0.998
"FLUME",2025-12-20 20:06:00,10.19,5.2,7.9,15.612,88.5,15.14,16366.13,7.97,5.107,1.001
"FLUME",2025-12-20 20:12:00,10.39,5.31,9.65,15.604,90.25,15.13,16363.87,7.97,5.1,0.999
"FLUME",2025-12-20 20:18:00,10.38,5.26,9.97,15.609,90.17,15.12,16355.68,7.97,5.125,0.99
"FLUME",2025-12-20 20:24:00,10.17,5.18,7.9,15.609,88.36,15.13,16359.44,7.96,5.121,0.985
"FLUME",2025-12-20 20:30:00,9.7,5.26,7.62,15.61,84.25,15.12,16354.94,7.94,5.129,0.976
"FLUME",2025-12-20 20:36:00,9.85,5.41,8.98,15.605,85.55,15.13,16358.63,7.92,5.107,0.964
"FLUME",2025-12-20 20:42:00,9.78,5.37,7.84,15.585,84.88,15.12,16351.41,7.89,5.082,0.947
"FLUME",2025-12-20 20:48:00,9.84,5.41,8.53,15.558,85.36,15.1,16330.26,7.89,5.067,0.932
"FLUME",2025-12-20 20:54:00,9.74,5.9,10.43,15.558,84.52,15.1,16329.75,7.91,5.065,0.914
"FLUME",2025-12-20 21:00:00,9.87,5.32,8,15.558,85.55,15.1,16337.59,7.92,5.053,0.899
"FLUME",2025-12-20 21:06:00,10.11,5.42,8.49,15.562,87.64,15.11,16347.93,7.9,5.039,0.897
"FLUME",2025-12-20 21:12:00,10.16,5.18,7.81,15.557,88.08,15.12,16352.03,7.91,5.02,0.89
"FLUME",2025-12-20 21:18:00,9.72,5.33,8.65,15.553,84.22,15.12,16355.49,7.91,5.009,0.888
"FLUME",2025-12-20 21:24:00,9.92,5.33,8.8,15.547,85.92,15.12,16354.56,7.9,4.996,0.884
"FLUME",2025-12-20 21:30:00,9.82,5.28,8.74,15.546,85.01,15.12,16354.1,7.89,4.996,0.886
"FLUME",2025-12-20 21:36:00,9.77,5.29,9.84,15.543,84.6,15.11,16350.64,7.89,4.994,0.887
"FLUME",2025-12-20 21:42:00,9.81,5.33,9.07,15.543,84.89,15.12,16356.96,7.89,4.983,0.895
"FLUME",2025-12-20 21:48:00,9.79,5.38,8.91,15.534,84.75,15.11,16351.76,7.87,4.976,0.904
"FLUME",2025-12-20 21:54:00,9.93,5.41,9.06,15.53,85.89,15.12,16356.12,7.86,4.956,0.904
"FLUME",2025-12-20 22:00:00,9.85,5.4,10.16,15.524,85.22,15.12,16362.35,7.87,4.935,0.901
"FLUME",2025-12-20 22:06:00,9.82,5.46,9.45,15.521,84.89,15.12,16358.47,7.87,4.934,0.896
"FLUME",2025-12-20 22:12:00,9.76,5.57,8.34,15.512,84.35,15.12,16357.56,7.86,4.917,0.892
"FLUME",2025-12-20 22:18:00,9.66,5.28,10.56,15.5,83.46,15.11,16354.64,7.85,4.901,0.884
"FLUME",2025-12-20 22:24:00,9.57,5.35,8.55,15.499,82.67,15.11,16353.67,7.84,4.895,0.877
"FLUME",2025-12-20 22:30:00,9.55,5.39,8.1,15.495,82.48,15.11,16351.72,7.82,4.896,0.865
"FLUME",2025-12-20 22:36:00,9.35,5.84,9.81,15.482,80.67,15.11,16356.94,7.82,4.856,0.85
"FLUME",2025-12-20 22:42:00,9.41,5.43,6.76,15.476,81.18,15.12,16320.38,7.81,4.832,0.838
"FLUME",2025-12-20 22:48:00,9.49,5.47,7.51,15.469,81.78,15.12,16366.98,7.8,4.81,0.829
"FLUME",2025-12-20 22:54:00,9.5,5.26,9.9,15.467,81.93,15.12,16365.58,7.81,4.809,0.819
"FLUME",2025-12-20 23:00:00,9.44,5.37,7.23,15.467,81.41,15.12,16368.89,7.79,4.804,0.81
"FLUME",2025-12-20 23:06:00,9.28,5.47,7.64,15.471,80.04,15.12,16367.26,7.79,4.812,0.804
"FLUME",2025-12-20 23:12:00,9.2,5.94,6.66,15.474,79.29,15.12,16370.79,7.77,4.811,0.806
"FLUME",2025-12-20 23:18:00,8.92,5.8,8.09,15.473,76.89,15.12,16371.5,7.77,4.807,0.81
"FLUME",2025-12-20 23:24:00,9.21,5.38,10.64,15.469,79.38,15.12,16368.98,7.77,4.805,0.813
"FLUME",2025-12-20 23:30:00,9.12,5.62,8.27,15.466,78.64,15.12,16368.35,7.75,4.803,0.821
"FLUME",2025-12-20 23:36:00,9.01,5.43,9.01,15.46,77.64,15.11,16362.82,7.74,4.804,0.823
"FLUME",2025-12-20 23:42:00,9.18,5.38,7.15,15.464,79.17,15.12,16362.77,7.75,4.806,0.837
"FLUME",2025-12-20 23:48:00,9.03,5.5,6.54,15.463,77.86,15.11,16359.42,7.75,4.809,0.847
"FLUME",2025-12-20 23:54:00,9.21,5.48,9.14,15.464,79.41,15.12,16362.28,7.76,4.808,0.853
"FLUME",2025-12-21 00:00:00,9.1,5.53,8.6,15.46,78.41,15.11,16361.85,7.75,4.801,0.863
"FLUME",2025-12-21 00:06:00,9.11,5.44,7.8,15.443,78.36,15.14,16387.19,7.74,4.712,0.871
"FLUME",2025-12-21 00:12:00,9.2,5.81,14.25,15.375,78.78,15.14,16398.38,7.76,4.554,0.876
"FLUME",2025-12-21 00:18:00,9.41,5.4,8.78,15.365,80.5,15.15,16412.98,7.78,4.504,0.877
"FLUME",2025-12-21 00:24:00,9.44,5.31,9.3,15.379,80.77,15.16,16421.32,7.77,4.515,0.868
"FLUME",2025-12-21 00:30:00,9.28,5.64,6.42,15.375,79.44,15.16,16421.68,7.78,4.508,0.862
"FLUME",2025-12-21 00:36:00,9.42,5.19,8.62,15.393,80.6,15.18,16444.51,7.82,4.503,0.861
"FLUME",2025-12-21 00:42:00,9.71,5.18,9.57,15.414,83.14,15.2,16466.6,7.84,4.502,0.86
"FLUME",2025-12-21 00:48:00,9.59,5.24,6.32,15.421,82.07,15.21,16476.29,7.85,4.498,0.857
"FLUME",2025-12-21 00:54:00,9.57,5.55,9.84,15.42,81.91,15.2,16469.83,7.83,4.512,0.851
"FLUME",2025-12-21 01:00:00,9.03,5.21,8.93,15.423,77.31,15.2,16467.21,7.8,4.521,0.845
"FLUME",2025-12-21 01:06:00,9.44,5.19,8.27,15.424,80.85,15.21,16470.55,7.81,4.513,0.844
"FLUME",2025-12-21 01:12:00,9.65,5.16,8.05,15.432,82.63,15.21,16476.91,7.83,4.516,0.844
"FLUME",2025-12-21 01:18:00,9.5,5.19,8.33,15.442,81.4,15.22,16487.73,7.84,4.518,0.853
"FLUME",2025-12-21 01:24:00,9.59,5.15,8.89,15.447,82.11,15.23,16496.81,7.85,4.511,0.859
"FLUME",2025-12-21 01:30:00,9.7,5.47,8.39,15.452,83.04,15.24,16503.29,7.84,4.512,0.87
"FLUME",2025-12-21 01:36:00,9.58,5.2,6.9,15.451,81.99,15.24,16506.03,7.85,4.499,0.88
"FLUME",2025-12-21 01:42:00,9.59,5.33,9.13,15.007,81.81,14.77,15968.4,7.84,4.489,0.892
"FLUME",2025-12-21 01:48:00,9.45,5.25,8.12,15.449,80.84,15.25,16519.92,7.84,4.47,0.903
"FLUME",2025-12-21 01:54:00,9.42,5.31,8.43,15.441,80.58,15.26,16522.17,7.85,4.446,0.915
"FLUME",2025-12-21 02:00:00,9.39,5.15,8.19,15.444,80.24,15.27,16536.6,7.86,4.427,0.925
"FLUME",2025-12-21 02:06:00,9.4,5.25,7.35,15.443,80.29,15.28,16550.44,7.87,4.401,0.931
"FLUME",2025-12-21 02:12:00,9.52,5.11,7.99,15.431,81.26,15.29,16557.53,7.88,4.36,0.936
"FLUME",2025-12-21 02:18:00,9.7,5.03,8.2,15.421,82.7,15.29,16562.71,7.88,4.33,0.941
"FLUME",2025-12-21 02:24:00,9.76,5.16,7.03,15.406,83.2,15.28,16560.12,7.88,4.307,0.936
"FLUME",2025-12-21 02:30:00,9.68,5.13,7.96,15.405,82.53,15.28,16550.73,7.87,4.321,0.934
"FLUME",2025-12-21 02:36:00,9.43,5.16,7.15,15.412,80.44,15.28,16550.22,7.85,4.335,0.928
"FLUME",2025-12-21 02:42:00,9.31,5.53,7.23,15.411,79.43,15.27,16540.2,7.82,4.354,0.924
"FLUME",2025-12-21 02:48:00,9.29,5.39,7.66,15.414,79.27,15.27,16541,7.82,4.356,0.922
"FLUME",2025-12-21 02:54:00,9.13,5.15,7.45,15.407,77.9,15.27,16540.35,7.82,4.346,0.917
"FLUME",2025-12-21 03:00:00,9.4,5.27,8.14,15.404,80.08,15.27,16550.13,7.85,4.321,0.921
"FLUME",2025-12-21 03:06:00,9.28,5.15,7.54,15.391,79.04,15.28,16554.68,7.87,4.288,0.923
"FLUME",2025-12-21 03:12:00,9.31,5.2,7.78,15.397,79.3,15.29,16565.04,7.86,4.274,0.926
"FLUME",2025-12-21 03:18:00,9.48,5.18,7.85,15.389,80.74,15.28,16560.61,7.86,4.271,0.934
"FLUME",2025-12-21 03:24:00,9.46,5.36,7.41,15.384,80.56,15.28,16554.73,7.86,4.266,0.941
"FLUME",2025-12-21 03:30:00,9.65,5.21,9.51,15.381,82.15,15.28,16554.52,7.85,4.265,0.956
"FLUME",2025-12-21 03:36:00,9.49,5.15,7.63,15.383,80.77,15.27,16549.93,7.84,4.275,0.964
"FLUME",2025-12-21 03:42:00,9.61,5.21,8.27,15.377,81.76,15.28,16554.84,7.84,4.254,0.978
"FLUME",2025-12-21 03:48:00,9.6,5.14,8.83,15.365,81.65,15.27,16549.89,7.83,4.241,0.982
"FLUME",2025-12-21 03:54:00,9.5,5.21,8.18,15.368,80.82,15.27,16544.03,7.83,4.256,0.986
"FLUME",2025-12-21 04:00:00,9.04,5.2,8.69,15.375,76.91,15.28,16553.53,7.82,4.252,0.985
"FLUME",2025-12-21 04:06:00,9.38,5.3,7.39,15.374,79.82,15.27,16550.66,7.82,4.254,0.989
"FLUME",2025-12-21 04:12:00,9.41,5.23,7.72,15.368,80.07,15.27,16554.05,7.82,4.241,0.989
"FLUME",2025-12-21 04:18:00,9.5,5.15,8.64,15.356,80.75,15.27,16552.19,7.82,4.221,0.988
"FLUME",2025-12-21 04:24:00,9.32,5.18,8.59,15.353,79.2,15.27,16548.21,7.81,4.217,0.983
"FLUME",2025-12-21 04:30:00,9.37,5.36,8.9,15.353,79.66,15.26,16544.96,7.78,4.227,0.976
"FLUME",2025-12-21 04:36:00,8.82,5.25,8.25,15.354,75.02,15.26,16544.46,7.79,4.229,0.97
"FLUME",2025-12-21 04:42:00,8.82,5.29,7.13,15.349,75.02,15.26,16543.13,7.78,4.222,0.967
"FLUME",2025-12-21 04:48:00,8.91,5.49,7.21,15.343,75.67,15.27,16547.61,7.76,4.196,0.964
"FLUME",2025-12-21 04:54:00,8.94,5.31,7,15.315,75.89,15.25,16536.35,7.72,4.163,0.961
"FLUME",2025-12-21 05:00:00,9.14,5.66,7.6,15.295,77.53,15.24,16528.55,7.7,4.135,0.961
"FLUME",2025-12-21 05:06:00,9.29,5.12,7.19,15.31,78.94,15.23,16514.98,7.76,4.196,0.963
"FLUME",2025-12-21 05:12:00,9.14,5.36,8.55,15.336,77.73,15.24,16525.15,7.76,4.227,0.969
"FLUME",2025-12-21 05:18:00,9.23,5.25,7.35,15.35,78.53,15.25,16534.12,7.77,4.24,0.964
"FLUME",2025-12-21 05:24:00,9.17,5.19,7.84,15.358,77.98,15.26,16539.72,7.77,4.247,0.959
"FLUME",2025-12-21 05:30:00,9.04,5.2,7.18,15.364,76.96,15.26,16540.89,7.75,4.254,0.958
"FLUME",2025-12-21 05:36:00,9,5.32,6.77,15.354,76.57,15.26,16540.02,7.75,4.238,0.959
"FLUME",2025-12-21 05:42:00,9.09,5.29,7.76,15.344,77.28,15.25,16532.89,7.74,4.229,0.96
"FLUME",2025-12-21 05:48:00,9.14,5.21,6.82,15.343,77.73,15.25,16532.29,7.74,4.225,0.956
"FLUME",2025-12-21 05:54:00,9.06,5.3,7.96,15.338,76.99,15.25,16531.38,7.73,4.218,0.949
"FLUME",2025-12-21 06:00:00,8.93,5.27,9.03,15.339,75.89,15.25,16532.27,7.73,4.221,0.946
"FLUME",2025-12-21 06:06:00,8.9,5.37,7.46,15.337,75.68,15.25,16527.71,7.74,4.222,0.945
"FLUME",2025-12-21 06:12:00,8.96,5.46,7.27,15.341,76.16,15.25,16530.82,7.73,4.231,0.948
"FLUME",2025-12-21 06:18:00,8.72,5.25,7.57,15.344,74.19,15.25,16534.25,7.74,4.228,0.954
"FLUME",2025-12-21 06:24:00,9.09,5.38,7.93,15.341,77.33,15.25,16532.62,7.74,4.225,0.946
"FLUME",2025-12-21 06:30:00,8.8,5.43,9.41,15.346,74.79,15.25,16535.24,7.72,4.229,0.937
"FLUME",2025-12-21 06:36:00,8.93,5.34,7.17,15.342,75.87,15.26,16542.58,7.7,4.21,0.93
"FLUME",2025-12-21 06:42:00,8.82,5.42,7.34,15.324,74.91,15.24,16524.56,7.71,4.203,0.926
"FLUME",2025-12-21 06:48:00,8.88,5.39,7.74,15.328,75.49,15.24,16524.55,7.69,4.21,0.912
"FLUME",2025-12-21 06:54:00,8.78,4.89,7.94,15.329,74.59,15.24,16523.55,7.69,4.213,0.895
"FLUME",2025-12-21 07:00:00,8.97,5.37,7.29,15.318,76.27,15.23,16512.73,7.69,4.211,0.886
"FLUME",2025-12-21 07:06:00,8.81,5.16,9.38,15.318,74.84,15.24,16521.7,7.67,4.197,0.878
"FLUME",2025-12-21 07:12:00,8.82,5.37,8.86,15.31,74.94,15.23,16510.27,7.66,4.203,0.873
"FLUME",2025-12-21 07:18:00,8.8,5.19,10.44,15.312,74.76,15.23,16514.67,7.67,4.201,0.868
"FLUME",2025-12-21 07:24:00,8.78,12.5,9.21,15.308,74.62,15.23,16513.66,7.67,4.194,0.859
"FLUME",2025-12-21 07:30:00,8.72,5.9,9.63,15.306,74.05,15.23,16509.23,7.66,4.198,0.852
"FLUME",2025-12-21 07:36:00,8.65,5.32,10.53,15.306,73.46,15.23,16509.15,7.66,4.193,0.842
"FLUME",2025-12-21 07:42:00,8.6,5.83,8.56,15.308,73.03,15.23,16511.59,7.66,4.195,0.833
"FLUME",2025-12-21 07:48:00,8.44,5.32,8.91,15.303,71.66,15.23,16513.83,7.65,4.181,0.828
"FLUME",2025-12-21 07:54:00,8.45,5.52,6.62,15.3,71.74,15.22,16504.06,7.64,4.193,0.825
"FLUME",2025-12-21 08:00:00,8.44,5,6.78,15.296,71.65,15.22,16504.21,7.62,4.188,0.827
"FLUME",2025-12-21 08:06:00,8.33,5.64,9.86,15.307,70.81,15.23,16508.17,7.62,4.201,0.829
"FLUME",2025-12-21 08:12:00,8.38,5.53,8.08,15.31,71.24,15.23,16510.43,7.62,4.2,0.824
"FLUME",2025-12-21 08:18:00,8.31,5.35,6.47,15.306,70.58,15.23,16511.4,7.62,4.192,0.813
"FLUME",2025-12-21 08:24:00,8.47,5.49,7.62,15.294,71.89,15.23,16515.59,7.61,4.161,0.806
"FLUME",2025-12-21 08:30:00,8.32,5.85,6.63,15.283,70.57,15.22,16505.17,7.6,4.157,0.801
"FLUME",2025-12-21 08:36:00,8.29,5.46,5.6,15.279,70.32,15.22,16510.97,7.59,4.137,0.789
"FLUME",2025-12-21 08:42:00,8.34,5.93,5.85,15.276,70.75,15.22,16504.28,7.59,4.144,0.777
"FLUME",2025-12-21 08:48:00,8.36,8.62,6.04,15.276,70.93,15.21,16498.45,7.58,4.153,0.772
"FLUME",2025-12-21 08:54:00,8.31,5.48,7.01,15.281,70.52,15.21,16497.21,7.57,4.17,0.755
"FLUME",2025-12-21 09:00:00,8.13,5.61,7.27,15.29,69.03,15.22,16499.26,7.56,4.181,0.744
"FLUME",2025-12-21 09:06:00,7.99,5.3,7.22,15.292,67.82,15.21,16496.02,7.54,4.191,0.732
"FLUME",2025-12-21 09:12:00,7.91,5.99,7.3,15.302,67.21,15.22,16498.85,7.54,4.205,0.726
"FLUME",2025-12-21 09:18:00,7.68,4.83,7.68,15.31,65.32,15.22,16500.95,7.52,4.219,0.719
"FLUME",2025-12-21 09:24:00,7.45,5.5,8.45,15.314,63.37,15.22,16497.82,7.49,4.237,0.711
"FLUME",2025-12-21 09:30:00,7.53,5.44,7.31,15.321,64.09,15.22,16498.29,7.5,4.249,0.711
"FLUME",2025-12-21 09:36:00,7.73,5.25,6.21,15.327,65.76,15.22,16495.47,7.53,4.268,0.706
"FLUME",2025-12-21 09:42:00,7.79,5.45,6.29,15.329,66.29,15.22,16496.1,7.52,4.271,0.699
"FLUME",2025-12-21 09:48:00,7.7,4.92,5.72,15.335,65.56,15.22,16494.46,7.51,4.287,0.694
"FLUME",2025-12-21 09:54:00,7.76,4.93,6.27,15.333,66.08,15.21,16489.65,7.49,4.292,0.689
"FLUME",2025-12-21 10:00:00,7.45,4.86,7.39,15.343,63.45,15.22,16490.89,7.49,4.307,0.687
"FLUME",2025-12-21 10:06:00,7.56,4.91,6.15,15.347,64.41,15.22,16492.45,7.5,4.313,0.694
"FLUME",2025-12-21 10:12:00,7.56,5.24,5.08,15.354,64.42,15.22,16494.26,7.39,4.321,0.69
"FLUME",2025-12-21 10:18:00,7.44,4.79,6.57,15.354,63.4,15.22,16492.47,7.5,4.327,0.686
"FLUME",2025-12-21 10:24:00,7.57,4.86,7.04,15.356,64.49,15.22,16491.67,7.49,4.329,0.682
"FLUME",2025-12-21 10:30:00,7.3,4.96,5.89,15.356,62.2,15.22,16490.6,7.47,4.335,0.678
"FLUME",2025-12-21 10:36:00,7.28,5.19,6.16,15.148,62.01,14.99,16262.99,7.45,4.342,0.674
"FLUME",2025-12-21 10:42:00,7.08,4.91,6.54,15.362,60.37,15.22,16491.34,7.37,4.344,0.67
"FLUME",2025-12-21 10:48:00,7.11,4.78,7.6,15.362,60.62,15.22,16490.67,7.41,4.349,0.668
"FLUME",2025-12-21 10:54:00,6.88,4.93,7.49,15.362,58.66,15.21,16486.27,7.42,4.357,0.664
"FLUME",2025-12-21 11:00:00,7,5.04,6.46,15.364,59.7,15.21,16489.77,7.43,4.356,0.664
"FLUME",2025-12-21 11:06:00,6.58,4.74,5.15,15.366,56.11,15.21,16487.5,7.4,4.363,0.663
"FLUME",2025-12-21 11:12:00,6.79,5.34,7.04,15.369,57.91,15.22,16490.89,7.42,4.363,0.662
"FLUME",2025-12-21 11:18:00,6.92,4.84,5.92,15.371,59.05,15.22,16490.74,7.42,4.366,0.661
"FLUME",2025-12-21 11:24:00,6.81,5.31,8.59,15.364,58.06,15.21,16481.92,7.41,4.372,0.661
"FLUME",2025-12-21 11:30:00,6.8,5.21,5.35,15.376,58.05,15.22,16485.87,7.41,4.382,0.662
"FLUME",2025-12-21 11:36:00,6.99,4.72,5.49,15.379,59.68,15.21,16485.89,7.42,4.392,0.664
"FLUME",2025-12-21 11:42:00,7.03,4.74,5.76,15.33,60.01,15.16,16422.26,7.43,4.399,0.663
"FLUME",2025-12-21 11:48:00,6.52,5.11,5.2,15.385,55.68,15.21,16484.14,7.38,4.408,0.664
"FLUME",2025-12-21 11:54:00,6.6,5.48,6.84,15.383,56.36,15.21,16478.12,7.38,4.415,0.666
"FLUME",2025-12-21 12:00:00,6.89,7.34,5.54,15.36,58.82,15.18,16417.41,7.33,4.419,0.665
"FLUME",2025-12-21 12:06:00,7.19,5.81,5.47,15.37,61.44,15.19,16459.62,7.44,4.425,0.665
"FLUME",2025-12-21 12:12:00,6.21,5.47,5.24,15.272,53.02,15.08,16365.81,7.41,4.436,0.663
"FLUME",2025-12-21 12:18:00,6.8,5.42,3.98,15.359,58.08,15.17,16447.03,7.42,4.435,0.661
"FLUME",2025-12-21 12:24:00,6.83,5.12,5.2,15.372,58.39,15.18,16449.6,7.4,4.444,0.661
"FLUME",2025-12-21 12:30:00,6.74,5.37,4.46,15.384,57.58,15.19,16460.49,7.41,4.452,0.661
"FLUME",2025-12-21 12:36:00,7.36,5.02,6.16,15.383,62.89,15.2,16462.72,7.45,4.445,0.661
"FLUME",2025-12-21 12:42:00,6.92,5.1,4.31,15.382,59.13,15.19,16460.91,7.39,4.444,0.66
"FLUME",2025-12-21 12:48:00,6.93,5.22,6.12,15.3,59.2,15.1,16367.51,7.4,4.454,0.658
"FLUME",2025-12-21 12:54:00,6.86,5.53,6.76,15.39,58.65,15.2,16462.79,7.39,4.458,0.661
"FLUME",2025-12-21 13:00:00,6.78,5.66,5.61,15.392,57.95,15.2,16463.37,7.39,4.465,0.668
"FLUME",2025-12-21 13:06:00,6.9,5.19,6.69,15.398,59.01,15.2,16463.6,7.4,4.472,0.672
"FLUME",2025-12-21 13:12:00,7.01,5.57,5.41,15.401,59.93,15.2,16462.07,7.41,4.482,0.679
"FLUME",2025-12-21 13:18:00,7.22,5.66,5.67,15.403,61.74,15.19,16460.56,7.4,4.492,0.7
"FLUME",2025-12-21 13:24:00,7.5,6.01,5.55,15.41,64.18,15.2,16464.45,7.45,4.496,0.706
"FLUME",2025-12-21 13:30:00,7.29,5.47,6.72,15.413,62.37,15.2,16460.56,7.43,4.508,0.704
"FLUME",2025-12-21 13:36:00,7.03,5.76,7.05,15.405,60.21,15.19,16454.78,7.42,4.507,0.71
"FLUME",2025-12-21 13:42:00,7.52,5.58,6.7,15.403,64.4,15.19,16448.34,7.43,4.511,0.708
"FLUME",2025-12-21 13:48:00,7.35,7.09,6.43,15.403,62.95,15.19,16450.12,7.41,4.512,0.707
"FLUME",2025-12-21 13:54:00,7.38,5.3,6.21,15.406,63.17,15.18,16448.05,7.42,4.522,0.709
"FLUME",2025-12-21 14:00:00,7.21,5.77,6.3,15.412,61.77,15.19,16448.15,7.41,4.531,0.705
"FLUME",2025-12-21 14:06:00,7.06,5.48,6.08,15.417,60.48,15.19,16453.11,7.41,4.535,0.697
"FLUME",2025-12-21 14:12:00,6.99,5.9,5.39,15.416,59.84,15.19,16448.83,7.37,4.54,0.695
"FLUME",2025-12-21 14:18:00,7,5.73,5.8,15.42,59.97,15.18,16448.12,7.41,4.554,0.699
"FLUME",2025-12-21 14:24:00,7.28,5.9,7.33,15.427,62.35,15.19,16453.38,7.42,4.552,0.712
"FLUME",2025-12-21 14:30:00,7.38,5.87,6.62,15.427,63.22,15.19,16454.79,7.4,4.551,0.728
"FLUME",2025-12-21 14:36:00,7.26,5.27,5.7,15.429,62.26,15.19,16450.26,7.33,4.565,0.746
"FLUME",2025-12-21 14:42:00,6.97,6.02,4.45,15.432,59.8,15.18,16440.42,7.4,4.585,0.75
"FLUME",2025-12-21 14:48:00,7.3,5.74,5.1,15.432,62.59,15.18,16441.77,7.42,4.584,0.771
"FLUME",2025-12-21 14:54:00,7.29,5.97,5.1,15.433,62.54,15.18,16440.83,7.41,4.589,0.784
"FLUME",2025-12-21 15:00:00,7.36,6.19,4.33,15.429,63.15,15.17,16430.47,7.4,4.6,0.807
"FLUME",2025-12-21 15:06:00,7.47,6.27,4.65,15.43,64.05,15.17,16432.45,7.41,4.599,0.832
"FLUME",2025-12-21 15:12:00,7.02,6.67,4.92,15.336,60.23,15.05,16310.79,7.38,4.646,0.843
"FLUME",2025-12-21 15:18:00,7.17,6.68,4.22,15.259,61.54,14.94,16201.6,7.35,4.703,0.849
"FLUME",2025-12-21 15:24:00,7.27,6.41,3.89,15.37,62.41,15.07,16329.51,7.39,4.679,0.845
"FLUME",2025-12-21 15:30:00,7.36,6.75,4.28,15.396,63.21,15.11,16359.82,7.39,4.671,0.836
"FLUME",2025-12-21 15:36:00,6.67,6.02,5.11,15.412,57.29,15.13,16390.05,7.4,4.647,0.832
"FLUME",2025-12-21 15:42:00,7.21,6.08,5.53,15.42,61.95,15.13,16384.53,7.39,4.671,0.831
"FLUME",2025-12-21 15:48:00,7.34,6.52,6.7,15.427,63.03,15.14,16391.54,7.38,4.673,0.83
"FLUME",2025-12-21 15:54:00,7.26,5.83,6.07,15.439,62.41,15.15,16402.32,7.36,4.68,0.823
"FLUME",2025-12-21 16:00:00,7.24,6.24,4.69,15.449,62.21,15.15,16406.18,7.3,4.691,0.822
"FLUME",2025-12-21 16:06:00,7.31,6.17,5.4,15.45,62.88,15.15,16406.56,7.39,4.694,0.824
"FLUME",2025-12-21 16:12:00,7.12,6.06,5.43,15.462,61.21,15.16,16412.63,7.37,4.704,0.829
"FLUME",2025-12-21 16:18:00,7.11,6.49,5.52,15.458,61.17,15.14,16390.12,7.34,4.741,0.843
"FLUME",2025-12-21 16:24:00,7.07,6.44,5.46,15.432,60.88,15.1,16345.63,7.34,4.775,0.85
"FLUME",2025-12-21 16:30:00,7.16,5.93,7.26,15.454,61.65,15.14,16390.4,7.38,4.735,0.863
"FLUME",2025-12-21 16:36:00,7.24,5.98,6.26,15.456,62.34,15.13,16377.38,7.35,4.763,0.885
"FLUME",2025-12-21 16:42:00,6.96,6.15,7.14,15.459,59.97,15.12,16371.99,7.33,4.781,0.893
"FLUME",2025-12-21 16:48:00,7.35,6.02,7.62,15.461,63.29,15.13,16379.69,7.37,4.768,0.91
"FLUME",2025-12-21 16:54:00,6.57,5.96,6.7,15.464,56.6,15.12,16371.88,7.34,4.79,0.922
"FLUME",2025-12-21 17:00:00,6.9,6.18,8.14,15.429,59.43,15.08,16322.14,7.36,4.815,0.937
"FLUME",2025-12-21 17:06:00,7.07,6.46,6.56,15.422,60.92,15.07,16312.18,7.35,4.816,0.943
"FLUME",2025-12-21 17:12:00,6.98,6.4,6.16,15.417,60.15,15.06,16303.43,7.35,4.828,0.946
"FLUME",2025-12-21 17:18:00,7.13,6.02,6.96,15.433,61.42,15.09,16337.57,7.36,4.795,0.948
